Sentence,Word,POS,Tag
,includes,VERB,O
,only,ADV,O
,the,DET,O
,finer,ADJ,O
,fractions,NOUN,O
,:,PUNCT,O
,clay,NOUN,O
,",",PUNCT,O
,silt,NOUN,O
,",",PUNCT,O
,and,CCONJ,O
,fine,ADJ,O
,sand,NOUN,O
,deposits,NOUN,O
,.,PUNCT,O
Sentence 412,cave,NOUN,DFD
,earth,NOUN,O
,",",PUNCT,O
,cave,NOUN,O
,fill,NOUN,DFD
,:,PUNCT,O
,Insoluble,ADV,O
,deposits,NOUN,GEN
,of,ADP,O
,clay,NOUN,O
,",",PUNCT,O
,silt,NOUN,O
,",",PUNCT,O
,sand,NOUN,O
,",",PUNCT,O
,or,CCONJ,O
,gravel,NOUN,O
,flooring,NOUN,O
,or,CCONJ,O
,filling,VERB,O
,a,DET,O
,cave,NOUN,O
,passage,NOUN,O
,.,PUNCT,O
,In,ADP,O
,a,DET,O
,more,ADV,O
,restricted,ADJ,O
,sense,NOUN,O
,",",PUNCT,O
,cave,NOUN,O
,earth,NOUN,O
,includes,VERB,O
,only,ADV,O
,the,DET,O
,finer,ADJ,O
,fractions,NOUN,O
,:,PUNCT,O
,clay,NOUN,O
,",",PUNCT,O
,silt,NOUN,O
,",",PUNCT,O
,and,CCONJ,O
,fine,ADJ,O
,sand,NOUN,O
,deposits,NOUN,O
,.,PUNCT,O
Sentence 413,cave,NOUN,O
,flower,NOUN,O
,:,PUNCT,O
,An,DET,O
,elongate,ADV,O
,curved,VERB,O
,deposit,NOUN,GEN
,of,ADP,O
,gypsum,NOUN,O
,or,CCONJ,O
,epsomite,NOUN,O
,on,ADP,O
,a,DET,O
,cave,NOUN,O
,wall,NOUN,O
,in,ADP,O
,which,PRON,O
,growth,NOUN,O
,occurs,VERB,O
,at,ADP,O
,the,DET,O
,attached,VERB,O
,end,NOUN,O
,.,PUNCT,O
,Synonyms,NOUN,O
,",",PUNCT,O
,gypsum,NOUN,O
,flower,NOUN,O
,;,PUNCT,O
,oulo-pholite,NOUN,DFD
,.,PUNCT,O
Sentence 414,cave,NOUN,DFD
,flower,NOUN,DFD
,:,PUNCT,O
,An,DET,O
,elongate,ADV,O
,curved,VERB,O
,deposit,NOUN,GEN
,of,ADP,O
,gypsum,NOUN,O
,or,CCONJ,O
,epsomite,NOUN,O
,on,ADP,O
,a,DET,O
,cave,NOUN,O
,wall,NOUN,O
,in,ADP,O
,which,PRON,O
,growth,NOUN,O
,occurs,VERB,O
,at,ADP,O
,the,DET,O
,attached,VERB,O
,end,NOUN,O
,.,PUNCT,O
,Synonyms,NOUN,O
,",",PUNCT,O
,gypsum,NOUN,O
,flower,NOUN,O
,;,PUNCT,O
,oulo-pholite,NOUN,O
,.,PUNCT,O
Sentence 415,cave,NOUN,O
,flower,NOUN,DFD
,:,PUNCT,O
,An,DET,O
,elongate,ADV,O
,curved,VERB,O
,deposit,NOUN,GEN
,of,ADP,O
,gypsum,NOUN,DFD
,or,CCONJ,O
,epsomite,NOUN,O
,on,ADP,O
,a,DET,O
,cave,NOUN,O
,wall,NOUN,O
,in,ADP,O
,which,PRON,O
,growth,NOUN,O
,occurs,VERB,O
,at,ADP,O
,the,DET,O
,attached,VERB,O
,end,NOUN,O
,.,PUNCT,O
,Synonyms,NOUN,O
,",",PUNCT,O
,gypsum,NOUN,O
,flower,NOUN,O
,;,PUNCT,O
,oulo-pholite,NOUN,O
,.,PUNCT,O
Sentence 416,cave,NOUN,DFD
,formation,NOUN,DFD
,:,PUNCT,O
,Secondary,ADJ,O
,mineral,NOUN,O
,deposit,NOUN,GEN
,formed,VERB,O
,by,ADP,O
,the,DET,O
,accumulation,NOUN,O
,",",PUNCT,O
,dripping,NOUN,O
,",",PUNCT,O
,or,CCONJ,O
,flowing,NOUN,O
,of,ADP,O
,water,NOUN,O
,in,ADP,O
,a,DET,O
,cave,NOUN,O
,.,PUNCT,O
,See,VERB,O
,also,ADV,O
,speleothem,NOUN,O
,.,PUNCT,O
Sentence 417,cave,NOUN,DFD
,group,NOUN,DFD
,:,PUNCT,O
,A,DET,O
,number,NOUN,GEN
,of,ADP,GEN
,caves,NOUN,GEN
,or,CCONJ,O
,cave,NOUN,GEN
,systems,NOUN,GEN
,",",PUNCT,O
,not,ADV,O
,interconnected,ADV,O
,but,CCONJ,O
,geographically,ADV,O
,associated,VERB,O
,in,ADP,O
,some,DET,O
,relief,NOUN,O
,feature,NOUN,O
,or,CCONJ,O
,particular,ADJ,O
,geological,ADJ,O
,outcrop,NOUN,O
,.,PUNCT,O
,See,VERB,O
,also,ADV,O
,cave,NOUN,O
,series,NOUN,O
,.,PUNCT,O
Sentence 418,cave,NOUN,DFD
,guano,NOUN,DFD
,:,PUNCT,O
,Accumulations,NOUN,O
,of,ADP,O
,dung,NOUN,O
,in,ADP,O
,caves,NOUN,O
,",",PUNCT,O
,generally,ADV,O
,from,ADP,O
,bats,NOUN,O
,;,PUNCT,O
,in,ADP,O
,some,DET,O
,places,NOUN,O
,partially,ADV,O
,mineralized,NOUN,O
,.,PUNCT,O
,in,ADP,O
,caves,NOUN,O
Sentence 419,cave,NOUN,DFD
,ice,NOUN,DFD
,:,PUNCT,O
,Ice,NOUN,GEN
,formed,VERB,O
,in,ADP,O
,a,DET,O
,cave,NOUN,O
,by,ADP,O
,natural,ADJ,O
,freezing,NOUN,O
,of,ADP,O
,water,NOUN,O
,.,PUNCT,O
,Loosely,ADV,O
,but,CCONJ,O
,incorrectly,ADV,O
,applied,VERB,O
,to,ADP,O
,calcium,NOUN,O
,carbonate,NOUN,O
,dripstone,NOUN,O
,and,CCONJ,O
,flowstone,NOUN,O
,.,PUNCT,O
,in,ADP,O
,a,DET,O
,cave,NOUN,O
Sentence 420,cave-in,NOUN,DFD
,:,PUNCT,O
,The,DET,O
,collapse,NOUN,O
,of,ADP,O
,the,DET,O
,ceiling,NOUN,O
,or,CCONJ,O
,side,NOUN,O
,walls,NOUN,O
,of,ADP,O
,a,DET,O
,cave,NOUN,O
,or,CCONJ,O
,of,ADP,O
,the,DET,O
,land,NOUN,O
,surface,NOUN,O
,into,ADP,O
,a,DET,O
,subterranean,NOUN,O
,passage,NOUN,O
,as,ADP,O
,a,DET,O
,result,NOUN,O
,of,ADP,O
,undermining,NOUN,O
,or,CCONJ,O
,of,ADP,O
,pressure,NOUN,O
,from,ADP,O
,above,ADV,O
,.,PUNCT,O
Sentence 421,cave,NOUN,DFD
,marble,NOUN,DFD
,:,PUNCT,O
,Banded,VERB,O
,deposit,NOUN,GEN
,of,ADP,O
,calcite,NOUN,O
,or,CCONJ,O
,aragonite,NOUN,O
,capable,ADJ,O
,of,SCONJ,O
,taking,VERB,O
,a,DET,O
,high,ADJ,O
,polish,NOUN,O
,.,PUNCT,O
,See,VERB,O
,also,ADV,O
,flowstone,NOUN,O
,;,PUNCT,O
,onyx,NOUN,O
,marble,NOUN,O
,.,PUNCT,O
Sentence 422,cave,NOUN,DFD
,pearl,NOUN,DFD
,:,PUNCT,O
,Small,ADJ,O
,concretion,NOUN,GEN
,of,ADP,O
,calcite,NOUN,O
,or,CCONJ,O
,aragonite,NOUN,O
,formed,VERB,O
,by,ADP,O
,concentric,VERB,O
,precipitation,NOUN,O
,around,ADP,O
,a,DET,O
,nucleus,NOUN,O
,.,PUNCT,O
,Synonyms,NOUN,O
,",",PUNCT,O
,pisolite,NOUN,O
,",",PUNCT,O
,pisolith,NOUN,O
,.,PUNCT,O
Sentence 423,cave,NOUN,O
,pearl,NOUN,O
,:,PUNCT,O
,Small,ADJ,O
,concretion,NOUN,GEN
,of,ADP,O
,calcite,NOUN,O
,or,CCONJ,O
,aragonite,NOUN,O
,formed,VERB,O
,by,ADP,O
,concentric,VERB,O
,precipitation,NOUN,O
,around,ADP,O
,a,DET,O
,nucleus,NOUN,O
,.,PUNCT,O
,Synonyms,NOUN,O
,",",PUNCT,O
,pisolite,NOUN,DFD
,",",PUNCT,O
,pisolith,NOUN,DFD
,.,PUNCT,O
Sentence 424,cave,NOUN,DFD
,series,NOUN,DFD
,:,PUNCT,O
,A,DET,O
,group,NOUN,GEN
,of,ADP,GEN
,caves,NOUN,GEN
,of,ADP,O
,similar,ADJ,O
,morphology,NOUN,O
,in,ADP,O
,a,DET,O
,particular,ADJ,O
,district,NOUN,O
,.,PUNCT,O
,See,VERB,O
,also,ADV,O
,cave,NOUN,O
,group,NOUN,O
,.,PUNCT,O
Sentence 425,cave,NOUN,DFD
,spring,NOUN,DFD
,:,PUNCT,O
,A,DET,O
,spring,NOUN,GEN
,rising,VERB,O
,in,ADP,O
,a,DET,O
,cave,NOUN,O
,",",PUNCT,O
,cave,NOUN,O
,system,NOUN,O
,.,PUNCT,O
Sentence 426,cave,NOUN,DFD
,spring,NOUN,DFD
,:,PUNCT,O
,An,DET,O
,underground,ADJ,O
,network,NOUN,O
,of,ADP,O
,passages,NOUN,O
,",",PUNCT,O
,chambers,NOUN,O
,",",PUNCT,O
,or,CCONJ,O
,other,ADJ,O
,cavities,NOUN,O
,.,PUNCT,O
Sentence 427,cavern,NOUN,DFD
,:,PUNCT,O
,A,DET,O
,cave,NOUN,GEN
,",",PUNCT,O
,often,ADV,O
,used,VERB,O
,poetically,ADV,O
,or,CCONJ,O
,to,PART,O
,connote,VERB,O
,larger-than-average,ADJ,O
,size,NOUN,O
,.,PUNCT,O
Sentence 428,ceiling,NOUN,DFD
,block,NOUN,DFD
,:,PUNCT,O
,Roughly,ADV,O
,cubical,ADJ,O
,joint,NOUN,O
,-,SYM,O
,bounded,VERB,O
,large,ADJ,O
,block,NOUN,GEN
,",",PUNCT,O
,which,PRON,O
,has,AUX,O
,fallen,VERB,O
,from,ADP,O
,the,DET,O
,ceiling,NOUN,O
,of,ADP,O
,a,DET,O
,cave,NOUN,O
,.,PUNCT,O
,See,VERB,O
,also,ADV,O
,cave,NOUN,O
,breakdown,NOUN,O
,;,PUNCT,O
,ceiling,NOUN,O
,slab,NOUN,O
,.,PUNCT,O
Sentence 429,ceiling,NOUN,DFD
,cavity,NOUN,DFD
,:,PUNCT,O
,Solutional,NOUN,O
,concavity,NOUN,GEN
,in,ADP,O
,the,DET,O
,ceiling,NOUN,O
,of,ADP,O
,a,DET,O
,cave,NOUN,O
,.,PUNCT,O
,The,DET,O
,orientation,NOUN,O
,is,AUX,O
,determined,VERB,O
,by,ADP,O
,joints,NOUN,O
,or,CCONJ,O
,a,DET,O
,bedding,NOUN,O
,plane,NOUN,O
,.,PUNCT,O
Sentence 430,ceiling,NOUN,DFD
,meander,NOUN,DFD
,:,PUNCT,O
,A,DET,O
,winding,VERB,O
,upside-down,NOUN,O
,channel,NOUN,O
,in,ADP,O
,a,DET,O
,cave,NOUN,O
,ceiling,NOUN,O
,.,PUNCT,O
Sentence 431,ceiling,NOUN,DFD
,slab,NOUN,DFD
,",",PUNCT,O
,roof,NOUN,O
,slab,NOUN,O
,:,PUNCT,O
,A,DET,O
,thin,ADJ,O
,but,CCONJ,O
,extensive,ADJ,O
,piece,NOUN,GEN
,of,ADP,GEN
,rock,NOUN,GEN
,that,PRON,O
,has,AUX,O
,fallen,VERB,O
,from,ADP,O
,the,DET,O
,ceiling,NOUN,O
,of,ADP,O
,a,DET,O
,cave,NOUN,O
,in,ADP,O
,roughly,ADV,O
,horizontal,ADJ,O
,limestone,NOUN,O
,.,PUNCT,O
,See,VERB,O
,also,ADV,O
,cave,NOUN,O
,breakdown,NOUN,O
,;,PUNCT,O
,ceiling,NOUN,O
,block,NOUN,O
,.,PUNCT,O
Sentence 432,ceiling,NOUN,O
,slab,NOUN,DFD
,",",PUNCT,O
,roof,NOUN,DFD
,slab,NOUN,O
,:,PUNCT,O
,A,DET,O
,thin,ADJ,O
,but,CCONJ,O
,extensive,ADJ,O
,piece,NOUN,GEN
,of,ADP,GEN
,rock,NOUN,GEN
,that,PRON,O
,has,AUX,O
,fallen,VERB,O
,from,ADP,O
,the,DET,O
,ceiling,NOUN,O
,of,ADP,O
,a,DET,O
,cave,NOUN,O
,in,ADP,O
,roughly,ADV,O
,horizontal,ADJ,O
,limestone,NOUN,O
,.,PUNCT,O
,See,VERB,O
,also,ADV,O
,cave,NOUN,O
,breakdown,NOUN,O
,;,PUNCT,O
,ceiling,NOUN,O
,block,NOUN,O
,.,PUNCT,O
Sentence 433,ceiling,NOUN,DFD
,tube,NOUN,DFD
,:,PUNCT,O
,A,DET,O
,half,NOUN,O
,tube,NOUN,GEN
,remaining,VERB,O
,in,ADP,O
,the,DET,O
,ceiling,NOUN,O
,of,ADP,O
,a,DET,O
,cave,NOUN,O
,.,PUNCT,O
Sentence 434,cenote,PROPN,DFD
,:,PUNCT,O
,Steep-walled,VERB,O
,natural,ADJ,O
,well,NOUN,GEN
,that,PRON,O
,extends,VERB,O
,below,ADP,O
,the,DET,O
,water,NOUN,O
,tabl,NOUN,O
,?,PUNCT,O
,;,PUNCT,O
,generally,ADV,O
,caused,VERB,O
,by,ADP,O
,collapse,NOUN,O
,of,ADP,O
,a,DET,O
,cave,NOUN,O
,roof,NOUN,O
,.,PUNCT,O
,Term,NOUN,O
,used,VERB,O
,only,ADV,O
,for,ADP,O
,features,NOUN,O
,in,ADP,O
,Yucatan,PROPN,O
,.,PUNCT,O
,See,VERB,O
,also,ADV,O
,natural,ADJ,O
,well,NOUN,O
,.,PUNCT,O
Sentence 435,chalk,NOUN,DFD
,:,PUNCT,O
,Soft,ADJ,O
,poorly,ADV,O
,indurated,ADV,O
,limestone,NOUN,GEN
,",",PUNCT,O
,generally,ADV,O
,light,ADJ,O
,in,ADP,O
,color,NOUN,O
,;,PUNCT,O
,commonly,ADV,O
,composed,VERB,O
,of,ADP,O
,the,DET,O
,tests,NOUN,O
,of,ADP,O
,floating,VERB,O
,microorganisms,NOUN,O
,in,ADP,O
,a,DET,O
,matrix,NOUN,O
,of,ADP,O
,verv,NOUN,O
,finely,ADV,O
,crystalline,VERB,O
,calcite,NOUN,O
,.,PUNCT,O
Sentence 436,chamber,NOUN,DFD
,:,PUNCT,O
,The,DET,O
,largest,ADJ,O
,order,NOUN,O
,of,ADP,O
,cavity,NOUN,GEN
,in,ADP,O
,a,DET,O
,cave,NOUN,O
,or,CCONJ,O
,cave,NOUN,O
,system,NOUN,O
,;,PUNCT,O
,it,PRON,O
,has,VERB,O
,considerable,ADJ,O
,length,NOUN,O
,and,CCONJ,O
,breadth,NOUN,O
,but,CCONJ,O
,not,ADV,O
,necessarily,ADV,O
,great,ADJ,O
,height,NOUN,O
,.,PUNCT,O
Sentence 437,chasm,NOUN,DFD
,:,PUNCT,O
,A,DET,O
,deep,ADJ,O
,",",PUNCT,O
,fairly,ADV,O
,narrow,ADJ,O
,breach,NOUN,GEN
,in,ADP,O
,the,DET,O
,earth,NOUN,O
,',PART,O
,s,PART,O
,surface,NOUN,O
,;,PUNCT,O
,an,DET,O
,abyss,NOUN,O
,;,PUNCT,O
,a,DET,O
,gorge,NOUN,O
,;,PUNCT,O
,a,DET,O
,deep,ADJ,O
,canyon,NOUN,O
,.,PUNCT,O
Sentence 438,chimney,NOUN,DFD
,:,PUNCT,O
,A,DET,O
,narrow,ADJ,O
,vertical,ADJ,O
,shaft,NOUN,GEN
,in,ADP,O
,the,DET,O
,roof,NOUN,O
,of,ADP,O
,a,DET,O
,cave,NOUN,O
,",",PUNCT,O
,generally,ADV,O
,smaller,ADJ,O
,than,ADP,O
,an,DET,O
,aven,NOUN,O
,;,PUNCT,O
,a,DET,O
,dome,NOUN,O
,pit,NOUN,O
,.,PUNCT,O
Sentence 439,chockstone,NOUN,DFD
,:,PUNCT,O
,A,DET,O
,rock,NOUN,GEN
,wedged,VERB,O
,between,ADP,O
,the,DET,O
,walls,NOUN,O
,of,ADP,O
,a,DET,O
,cave,NOUN,O
,passage,NOUN,O
,.,PUNCT,O
Sentence 440,choke,NOUN,DFD
,:,PUNCT,O
,Rock,NOUN,O
,debris,NOUN,GEN
,or,CCONJ,O
,cave,NOUN,O
,fill,NOUN,O
,completely,ADV,O
,blocking,VERB,O
,a,DET,O
,passage,NOUN,O
,.,PUNCT,O
Sentence 441,chute,NOUN,DFD
,:,PUNCT,O
,An,DET,O
,inclined,ADJ,O
,channel,NOUN,GEN
,or,CCONJ,O
,trough,NOUN,GEN
,in,ADP,O
,a,DET,O
,cave,NOUN,O
,.,PUNCT,O
Sentence 442,clay,NOUN,DFD
,fill,NOUN,DFD
,:,PUNCT,O
,Dry,ADJ,O
,or,CCONJ,O
,wet,ADJ,O
,clay,NOUN,GEN
,that,PRON,O
,fills,VERB,O
,a,DET,O
,cave,NOUN,O
,passage,NOUN,O
,.,PUNCT,O
Sentence 443,clay,NOUN,DFD
,filling,NOUN,DFD
,:,PUNCT,O
,According,VERB,O
,to,ADP,O
,Bretz,PROPN,O
,",",PUNCT,O
,time,NOUN,GEN
,interval,NOUN,GEN
,between,ADP,O
,end,NOUN,O
,of,ADP,O
,phreatic,NOUN,O
,solution,NOUN,O
,of,ADP,O
,a,DET,O
,cave,NOUN,O
,and,CCONJ,O
,beginning,NOUN,O
,of,ADP,O
,deposition,NOUN,O
,of,ADP,O
,flowstone,NOUN,O
,.,PUNCT,O
Sentence 444,clint,PROPN,DFD
,:,PUNCT,O
,Slabs,NOUN,GEN
,of,ADP,O
,limestone,NOUN,O
,",",PUNCT,O
,parallel,ADJ,O
,to,ADP,O
,the,DET,O
,bedding,NOUN,O
,",",PUNCT,O
,forming,VERB,O
,a,DET,O
,pavement,NOUN,O
,.,PUNCT,O
,Widened,VERB,O
,joints,NOUN,O
,",",PUNCT,O
,or,CCONJ,O
,grikes,NOUN,O
,",",PUNCT,O
,isolate,VERB,O
,individual,ADJ,O
,clints,NOUN,O
,.,PUNCT,O
,Synonym,NOUN,O
,",",PUNCT,O
,Flachkarren,PROPN,O
,.,PUNCT,O
Sentence 445,clint,PROPN,O
,:,PUNCT,O
,Slabs,NOUN,GEN
,of,ADP,O
,limestone,NOUN,O
,",",PUNCT,O
,parallel,ADJ,O
,to,ADP,O
,the,DET,O
,bedding,NOUN,O
,",",PUNCT,O
,forming,VERB,O
,a,DET,O
,pavement,NOUN,O
,.,PUNCT,O
,Widened,VERB,O
,joints,NOUN,O
,",",PUNCT,O
,or,CCONJ,O
,grikes,NOUN,O
,",",PUNCT,O
,isolate,VERB,O
,individual,ADJ,O
,clints,NOUN,O
,.,PUNCT,O
,Synonym,NOUN,O
,",",PUNCT,O
,Flachkarren,PROPN,DFD
,.,PUNCT,O
Sentence 446,closed,ADJ,DFD
,depression,NOUN,DFD
,:,PUNCT,O
,A,DET,O
,general,ADJ,O
,term,NOUN,O
,for,ADP,O
,any,DET,O
,enclosed,VERB,O
,topographic,ADJ,GEN
,basin,NOUN,GEN
,having,VERB,O
,no,DET,O
,external,ADJ,O
,drainage,NOUN,O
,",",PUNCT,O
,regardless,ADV,O
,of,ADP,O
,origin,NOUN,O
,or,CCONJ,O
,size,NOUN,O
,.,PUNCT,O
,enclosed,VERB,O
Sentence 447,cockpit,NOUN,DFD
,:,PUNCT,O
,A,DET,O
,star-shaped,NOUN,O
,depression,NOUN,GEN
,having,VERB,O
,a,DET,O
,conical,ADJ,O
,or,CCONJ,O
,slightly,ADV,O
,concave,ADJ,O
,floor,NOUN,O
,.,PUNCT,O
,The,DET,O
,surrounding,VERB,O
,hill,NOUN,O
,slopes,NOUN,O
,are,AUX,O
,steep,ADJ,O
,and,CCONJ,O
,convex,ADJ,O
,.,PUNCT,O
,Cockpits,NOUN,O
,are,AUX,O
,the,DET,O
,common,ADJ,O
,type,NOUN,O
,of,ADP,O
,closed,VERB,O
,depressions,NOUN,O
,in,ADP,O
,a,DET,O
,Kegelkarst,NOUN,O
,.,PUNCT,O
Sentence 448,cockpit,NOUN,DFD
,karst,NOUN,DFD
,:,PUNCT,O
,Tropical,ADJ,O
,karst,NOUN,GEN
,topography,NOUN,GEN
,containing,VERB,O
,many,ADJ,O
,closed,VERB,O
,depressions,NOUN,O
,surrounded,VERB,O
,by,ADP,O
,conical,NOUN,O
,hills,NOUN,O
,.,PUNCT,O
,Divided,VERB,O
,by,ADP,O
,French,ADJ,O
,and,CCONJ,O
,German,ADJ,O
,geographers,NOUN,O
,into,ADP,O
,several,ADJ,O
,types,NOUN,O
,depending,VERB,O
,on,ADP,O
,shape,NOUN,O
,of,ADP,O
,hills,NOUN,O
,.,PUNCT,O
,See,VERB,O
,also,ADV,O
,cone,NOUN,O
,karst,NOUN,O
,;,PUNCT,O
,Halbkugel,NOUN,O
,-,SYM,O
,karst,NOUN,O
,;,PUNCT,O
,Kegelkarst,NOUN,O
,;,PUNCT,O
,Spitzkegelkarst,NOUN,O
,;,PUNCT,O
,tower,NOUN,O
,karst,NOUN,O
,.,PUNCT,O
Sentence 449,collapse,NOUN,DFD
,breccia,NOUN,DFD
,:,PUNCT,O
,A,DET,O
,mass,NOUN,GEN
,of,ADP,GEN
,rock,NOUN,GEN
,composed,VERB,O
,of,ADP,O
,angular,ADJ,O
,to,ADP,O
,rounded,ADJ,O
,fragments,NOUN,O
,of,ADP,O
,limestone,NOUN,O
,or,CCONJ,O
,dolomite,NOUN,O
,that,PRON,O
,has,AUX,O
,formed,VERB,O
,as,ADP,O
,the,DET,O
,result,NOUN,O
,of,ADP,O
,the,DET,O
,collapse,NOUN,O
,of,ADP,O
,the,DET,O
,roof,NOUN,O
,of,ADP,O
,a,DET,O
,cave,NOUN,O
,",",PUNCT,O
,of,ADP,O
,an,DET,O
,underlying,VERB,O
,cave,NOUN,O
,",",PUNCT,O
,or,CCONJ,O
,of,ADP,O
,an,DET,O
,overhanging,ADV,O
,ledge,NOUN,O
,.,PUNCT,O
,See,VERB,O
,also,ADV,O
,solution,NOUN,O
,breccia,NOUN,O
,.,PUNCT,O
Sentence 450,collapse,NOUN,DFD
,sink,NOUN,DFD
,:,PUNCT,O
,A,DET,O
,closed,VERB,GEN
,depression,NOUN,GEN
,formed,VERB,O
,by,ADP,O
,the,DET,O
,collapse,NOUN,O
,of,ADP,O
,tie,NOUN,O
,roof,NOUN,O
,of,ADP,O
,a,DET,O
,cave,NOUN,O
,.,PUNCT,O
,See,VERB,O
,also,ADV,O
,doline,NOUN,O
,.,PUNCT,O
Sentence 451,conduit,NOUN,DFD
,:,PUNCT,O
,A,DET,O
,subterranean,ADJ,O
,stream,NOUN,GEN
,course,NOUN,GEN
,filled,VERB,O
,completely,ADV,O
,with,ADP,O
,water,NOUN,O
,and,CCONJ,O
,always,ADV,O
,under,ADP,O
,hydrostatic,ADJ,O
,pressure,NOUN,O
,.,PUNCT,O
,See,VERB,O
,also,ADV,O
,siphon,NOUN,O
,.,PUNCT,O
Sentence 452,cone,NOUN,DFD
,karst,NOUN,DFD
,:,PUNCT,O
,A,DET,O
,type,NOUN,O
,of,ADP,O
,karst,NOUN,GEN
,topography,NOUN,GEN
,",",PUNCT,O
,common,ADJ,O
,in,ADP,O
,the,DET,O
,tropicr,NOUN,O
,.,PUNCT,O
,characterized,VERB,O
,by,ADP,O
,star-shaped,NOUN,O
,depressions,NOUN,O
,at,ADP,O
,the,DET,O
,feet,NOUN,O
,of,ADP,O
,many,ADJ,O
,steep-sided,VERB,O
,core-shaped,NOUN,O
,hills,NOUN,O
,.,PUNCT,O
,A,DET,O
,variety,NOUN,O
,of,ADP,O
,Kegelkarst,NOUN,O
,.,PUNCT,O
,See,VERB,O
,also,ADV,O
,cockpit,NOUN,O
,karst,NOUN,O
,.,PUNCT,O
Sentence 453,constructive,ADJ,DFD
,waterfall,NOUN,DFD
,:,PUNCT,O
,A,DET,O
,large,ADJ,O
,rimstone,NOUN,O
,dam,NOUN,GEN
,on,ADP,O
,a,DET,O
,surface,NOUN,O
,stream,NOUN,O
,.,PUNCT,O
,dam,NOUN,O
Sentence 454,conulite,NOUN,DFD
,:,PUNCT,O
,A,DET,O
,hollow,NOUN,O
,",",PUNCT,O
,cone-shaped,NOUN,O
,speleothem,NOUN,GEN
,formed,VERB,O
,when,ADV,O
,a,DET,O
,conical,ADJ,O
,depression,NOUN,O
,is,AUX,O
,drilled,VERB,O
,in,ADP,O
,cave,NOUN,O
,mud,NOUN,O
,by,ADP,O
,falling,VERB,O
,water,NOUN,O
,.,PUNCT,O
,Subsequent,ADJ,O
,erosion,NOUN,O
,may,AUX,O
,remove,VERB,O
,the,DET,O
,mud,NOUN,O
,",",PUNCT,O
,isolating,ADV,O
,the,DET,O
,calcite,NOUN,O
,lining,NOUN,O
,of,ADP,O
,the,DET,O
,depression,NOUN,O
,.,PUNCT,O
,calcite,NOUN,O
Sentence 455,corridor,NOUN,DFD
,:,PUNCT,O
,A,DET,O
,fairly,ADV,O
,level,ADJ,O
,and,CCONJ,O
,straight,ADJ,O
,passage,NOUN,GEN
,that,PRON,O
,links,VERB,O
,two,NUM,O
,or,CCONJ,O
,more,ADJ,O
,rooms,NOUN,O
,or,CCONJ,O
,chambers,NOUN,O
,in,ADP,O
,a,DET,O
,cave,NOUN,O
,.,PUNCT,O
,in,ADP,O
,a,DET,O
,cave,NOUN,O
Sentence 456,corridor,NOUN,DFD
,:,PUNCT,O
,Intersecting,VERB,O
,linear,ADJ,O
,depressions,NOUN,O
,on,ADP,O
,the,DET,O
,surface,NOUN,O
,of,ADP,O
,the,DET,O
,land,NOUN,O
,",",PUNCT,O
,related,ADJ,O
,to,ADP,O
,joints,NOUN,O
,or,CCONJ,O
,dikes,NOUN,O
,.,PUNCT,O
,See,VERB,O
,also,ADV,O
,bogaz,NOUN,O
,;,PUNCT,O
,struga,PROPN,O
,;,PUNCT,O
,zanjon,PROPN,O
,.,PUNCT,O
Sentence 457,corrosion,NOUN,DFD
,:,PUNCT,O
,Erosion,NOUN,GEN
,by,ADP,O
,solution,NOUN,O
,or,CCONJ,O
,chemical,ADJ,O
,action,NOUN,O
,.,PUNCT,O
,See,VERB,O
,also,ADV,O
,corrasion,ADV,O
,.,PUNCT,O
Sentence 458,corrosion,NOUN,O
,:,PUNCT,O
,Erosion,NOUN,GEN
,by,ADP,O
,solution,NOUN,O
,or,CCONJ,O
,chemical,ADJ,O
,action,NOUN,O
,.,PUNCT,O
,See,VERB,O
,also,ADV,O
,corrasion,ADV,DFD
,.,PUNCT,O
Sentence 459,cove,NOUN,DFD
,:,PUNCT,O
,Narrow,ADJ,O
,steep-sided,ADV,O
,karst,NOUN,GEN
,valley,NOUN,GEN
,flanking,VERB,O
,limestone,NOUN,O
,plateaus,NOUN,O
,.,PUNCT,O
,limestone,NOUN,O
,plateaus,VERB,O
Sentence 460,covered,VERB,DFD
,karst,NOUN,DFD
,:,PUNCT,DFD
,A,DET,O
,terrain,NOUN,GEN
,of,ADP,O
,karst,NOUN,O
,features,NOUN,O
,",",PUNCT,O
,usually,ADV,O
,subdued,ADJ,O
,",",PUNCT,O
,resulting,VERB,O
,from,ADP,O
,the,DET,O
,development,NOUN,O
,of,ADP,O
,solution,NOUN,O
,features,NOUN,O
,in,ADP,O
,limestone,NOUN,O
,covered,VERB,O
,by,ADP,O
,soil,NOUN,O
,;,PUNCT,O
,contrasted,VERB,O
,with,ADP,O
,naked,ADJ,O
,karst,NOUN,O
,",",PUNCT,O
,which,PRON,O
,is,AUX,O
,soil,NOUN,O
,free,ADJ,O
,.,PUNCT,O
,See,VERB,O
,also,ADV,O
,buried,VERB,O
,karst,NOUN,O
,.,PUNCT,O
Sentence 461,crawl,NOUN,DFD
,",",PUNCT,O
,crawlway,NOUN,O
,:,PUNCT,O
,A,DET,O
,cave,NOUN,O
,passage,NOUN,GEN
,that,PRON,O
,must,AUX,O
,be,AUX,O
,negotiated,VERB,O
,on,ADP,O
,hands,NOUN,O
,and,CCONJ,O
,knees,NOUN,O
,",",PUNCT,O
,crescentic,NOUN,O
